idDeputado,dataHoraInicio,dataHoraFim,tipoDiscurso,keywords,sumario,transcricao,urlAudio,urlVideo,urlTexto
220714,2026-06-09T19:28,,BREVES COMUNICAÇÕES,"Tefé (AM),Ponte,Construção civil,Prefeito,Senador,atuação,Deputado federal,Emenda,Recursos orçamentários","O Deputado destacou a construção da Ponte do Abial, no Município de Tefé (AM), obra avaliada em mais de 125 milhões de reais e com 535 metros de extensão, que beneficiará diretamente famílias dos bairros do Abial, Colônia Aventura, Bairro Deus é Fiel e Conjunto Castanheiras. Ressaltou a liderança do Prefeito Nicson Marreira na condução do projeto e reconheceu a participação dos Senadores Eduardo Braga e Omar Aziz na viabilização dos investimentos. Além disso, mencionou a própria atuação na destinação de emendas e na busca por recursos em Brasília.","O SR. ADAIL FILHO (Bloco/MDB - AM. Sem revisão do orador.) - Presidente, Sras. e Srs. Deputados, hoje eu ocupo esta tribuna para destacar uma grande obra que ficará marcada na história do Município de Tefé, de toda a região do Médio Solimões e também do Estado do Amazonas: é a tão sonhada construção da Ponte do Abial. Nós estamos falando de uma obra de mais de 125 milhões de reais, com 535 metros de extensão, que beneficiará diretamente milhares de famílias dos bairros do Abial, Colônia Aventura, Bairro Deus é Fiel e o Conjunto Castanheiras. Trata-se de uma obra que vai garantir não somente mobilidade, mas também desenvolvimento econômico, valorização imobiliária e mais qualidade de vida para o povo tefeense. Por isso, eu faço questão de reconhecer o trabalho e a competência do Prefeito Nicson Marreira, que teve a visão e a determinação de lutar por esse projeto e de acompanhar de perto a sua execução. Também é preciso registrar que uma obra dessa dimensão não é construída apenas por uma única pessoa. Ela é o resultado da união de forças em favor do Município. Eu tenho muito orgulho de ter contribuído para que esse sonho se tornasse realidade, trabalhando em Brasília, destinando emendas, buscando investimentos, abrindo portas e defendendo os interesses do povo de Tefé sempre que foi necessário. Da mesma forma, é justo reconhecer a participação fundamental do Senador Eduardo Braga e do Senador Omar Aziz, dois Parlamentares que têm demonstrado compromisso com o desenvolvimento do Estado do Amazonas e que também ajudaram a viabilizar os investimentos necessários para que essa obra avançasse. Hoje nós vemos o resultado desse esforço. É com grande alegria que informo que essa obra segue avançando e que já está sendo instalada a terceira estaca dessa importante ponte, demonstrando que o projeto está saindo do papel e se transformando em realidade. Essa ponte não liga apenas duas margens, ela liga oportunidades, ela aproxima as pessoas, fortalece bairros inteiros e abre caminho para o crescimento do Município de Tefé para as próximas décadas. Por isso, eu deixo aqui meu reconhecimento a todos os trabalhadores, ao Prefeito Nicson Marreira, principalmente ao povo de Tefé que é o verdadeiro beneficiado por essa grande obra, por esse grande investimento. Portanto, quando essa ponte estiver concluída ela será lembrada como símbolo de muito trabalho, de muita parceria e de compromisso com o futuro. Muito obrigado, Sr. Presidente.",,,
204528,2026-05-19T17:32,,ENCAMINHAMENTO DE VOTAÇÃO,"Encaminhamento de votação,Requerimento de urgência,Projeto de lei ordinária","A Deputada encaminhou a votação do requerimento de urgência ao Projeto de Lei nº 4.822, de 2025, que altera a Lei nº 9.096, de 19 de setembro de 1995, para dispor sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações, de acordo com o artigo 15-A e § 3º do artigo 28 da Lei n.º 9.096, de 19 de setembro de 1995, bem como a decisão do Supremo Tribunal Federal na Ação Direta de Constitucionalidade 31.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Obrigada, Presidente. Caros colegas, primeiramente, devo informar que estou no plenário defendendo um texto do qual não tenho clareza, porque ele ainda não chegou ao sistema. Eu sei que nós votamos agora a urgência, mas, como existe a possibilidade de o projeto ser votado logo em seguida, quero deixar consignado que ele foi protocolado em setembro de 2025, hoje teve designado o Relator, e nós estamos aqui no plenário votando sua urgência. O segundo ponto que eu quero mencionar é que nós estamos fazendo uma minirreforma eleitoral  ou melhor, estamos fazendo, não! , estão querendo aprovar um projeto para fazer uma minirreforma eleitoral. Eu fui informada de que circulou um texto entre os Líderes, mas ele ainda não veio a público. O fato é que, apesar de esse projeto aparentemente ter coisas simples, como alguns ajustes de prazos e excesso para resolver questões burocráticas, ele tem pontos gravíssimos, principalmente por tratarem do Fundo Partidário e do Fundo Eleitoral, além do uso de recursos públicos do cidadão brasileiro para pagar multas e irregularidades dos partidos. Por isso, eu quero chamar a atenção porque alguns pontos são bem graves. Começo a elencar alguns. Eis o primeiro: ""Todos os processos judiciais e administrativos em curso dos partidos serão automaticamente suspensos a partir da data de protocolo do pedido de fusão ou incorporação na Justiça Eleitoral até que o novo representante legal seja citado"". Segundo ponto: ""O partido resultante da fusão não está sujeito a nenhuma sanção, a nenhuma suspensão, nem a bloqueio de repasse do Fundo Partidário em razão de irregularidades"". Isso quer dizer o seguinte, em bom português: partido político usa recursos públicos, faz coisa errada, é multado e, depois, usa dinheiro público para pagar os erros. Isso mostra uma irresponsabilidade absoluta: o partido pode fazer qualquer coisa errada e, tudo bem, tem dinheiro público, e dane-se! Terceiro ponto: ""Não haverá, em nenhuma hipótese, suspensão de repasse do Fundo Eleitoral ou do Fundo Partidário; serão descontados valores de condenações anteriores e suspensão"". Portanto, eu quero falar claramente, porque nós vamos ter tempo no momento da discussão. De novo, aqui, regimentalmente, nós estamos com um problema, uma vez que não temos texto, não sabemos o que vão votar, e estão querendo colocar um projeto horroroso, que beneficia partido político que não é sério aqui. Obrigada.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=142&txSuplemento=&enviar=Pesquisar
204528,2026-05-19T17:40,,PELA ORDEM,"Orientação de bancada,Requerimento de urgência,Projeto de lei ordinária,Partido Novo (NOVO),Voto contrário","A Deputada orientou a bancada na votação do requerimento de urgência ao Projeto de lei nº 4.822, que altera a Lei nº 9.096, de 19 de setembro de 1995, para dispor sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações, de acordo com o artigo 15-A e § 3º do artigo 28 da Lei n.º 9.096, de 19 de setembro de 1995, bem como a decisão do Supremo Tribunal Federal na Ação Direta de Constitucionalidade 31.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Presidente, o Partido Novo naturalmente orienta ""não"". Eu acho um absurdo colocar uma matéria dessa relevância desta forma no Plenário. O que a gente está fazendo aqui é deixando partido político fazer o que quer. Eu acho que a questão de ajustar excessos é legítima, O.k. Entraves burocráticos, O.k. Agora, no país da impunidade, a gente querer que partido político possa fazer o que quiser, pagar tudo com recurso público, parcelar em dez vezes e outras coisas, é rir da cara do povo brasileiro. A gente vai orientar ""não"", com muita veemência, e solicito a V.Exa., inclusive, que a gente volte com as discussões e os debates nas Comissões  é importante. Isso aqui deveria ter passado por uma Comissão de mérito e ser bem discutido, porque esse ajuste de última hora, realmente, não dá para aceitar. Eu deixo aqui o meu protesto e gostaria que V.Exa. não deixasse que esse tipo de situação ocorresse mais. Obrigada.",,,
204528,2026-05-19T19:24,,PELA ORDEM,"Orientação de bancada,Subemenda substitutiva,Projeto de lei ordinária,Voto favorável,Partido Novo (NOVO)","A Deputada orientou a bancada da votação da subemenda substitutiva do Projeto de Lei nº 3.066, de 2025, que institui medidas de enfrentamento e repressão aos crimes de pornografia de crianças e adolescentes relacionados ao uso de inteligência artificial e de técnicas de mascaramento de endereço de IP empregadas para viabilizar a prática de crimes relacionados à pornografia infantil na internet.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Na verdade, eu quero que V.Exa. registre o voto ""sim"" do NOVO, por gentileza. A SRA. PRESIDENTE (Geovania de Sá. Bloco/REPUBLICANOS - SC) - Está registrado. A SRA. ADRIANA VENTURA (NOVO - SP) - Obrigada. Eu quero parabenizar a Deputada Rogéria Santos pelo excelente relatório. Ela foi muito cuidadosa, conseguiu captar limites importantes para garantir segurança e proteção, sem avançar excessivamente para o outro lado. Então, foi um belo relatório construído. Meus parabéns, Deputada Rogéria Santos! Meus parabéns, Deputado Osmar Terra! Obrigada.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=181&txSuplemento=&enviar=Pesquisar
204528,2026-05-19T19:40,,DISCUSSÃO,"Discussão,Projeto de lei ordinária,contrário
Projeto de lei ordinária,tramitação,Segurança jurídica,Desburocratização,Partido político,proteção,irregularidade,contra,Fundo partidário","A Deputada discutiu o Projeto de Lei nº 4.822, de 2025, que altera  a Lei nº 9.096, de 19 de setembro de 1995, para dispor sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações. Criticou o rito de tramitação do projeto, apontando ausência de debate público e a disponibilização tardia do relatório. Reconheceu pontos positivos, como a busca por segurança jurídica e desburocratização, mas condenou dispositivos que blindam partidos políticos de irregularidades, especialmente em processos de fusão, nos quais as pendências do partido incorporado seriam extintas. Além disso, manifestou preocupação com o enfraquecimento do controle sobre o uso do fundo partidário e do fundo eleitoral, e com a criação de mecanismos que podem gerar comportamento oportunista.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Obrigada, Presidente. Olha, com todo o respeito ao Deputado Rodrigo Gambale, com quem inclusive já conversei, a minha visão sobre esse projeto é bem diferente.Primeiro, pelo rito: rodar a proposta em grupo de Líderes não obedece à regra do debate público, não envolve a sociedade e levanta questões que são importantes. Então, o rito está completamente irregular. Aprovaram uma urgência aqui, colocaram o relatório no sistema há meia hora, se muito, e chamaram todo mundo para discutir. Beleza! Ninguém discute. Estamos eu e o Deputado Kim inscritos. Não é isso, Deputado Kim? Agora, o que assusta mais ainda é o seguinte: existem, realmente, alguns pontos positivos nesse projeto. Buscar maior segurança jurídica, desburocratizar um pouco e simplificar são objetivos que acho o.k. Há coisas que realmente atrapalham os partidos. E isso eu não vou discutir, porque existem. Agora, há pontos aqui que são aberrações. E eu vou só citar a questão das fusões. Prestem atenção! Um partido se alimenta de dinheiro público, é sustentado com o dinheiro do cidadão brasileiro, comete um monte de irregularidades  e não interessa aqui se é no Município ou em outro lugar. São irregularidades de todos os tipos. Existem aquelas que atrapalham o partido e não são tão graves, mas, por exemplo, as multas são pagas com o fundo partidário e com o fundo eleitoral. E o que acontece? Ocorre uma fusão entre um partido podre com outro partido, e tudo o que era do partido podre não passa para o novo. Ele não assume responsabilidade nenhuma. Tudo é suspenso. Isso é grave, gente! Isso é grave! Acho também que, mesmo havendo irregularidades, não querem suspender o repasse do Fundo Eleitoral e do Fundo Partidário. Pelo amor de Deus! Todo mundo aqui sabe a esbórnia que é o uso do Fundo Partidário. Todo mundo sabe que tem gente que constrói patrimônio, compra jatos. Todo mundo está careca de saber. Aqui se está fragilizando o TSE. E olhem que tenho muitas críticas ao TSE, à burocracia do TSE. Tenho muitas críticas, mas o que a gente está fazendo aqui é blindar partido político de irregularidade. É isso o que a gente está fazendo aqui. Há artigos grotescos  posso até ler , mas acho interessante ressaltar que, além de fragilizar, a gente está simplesmente blindando partidos e federações em processo de fusão e aquisição. A gente está criando mecanismos que podem gerar comportamento oportunista, a gente está enfraquecendo o controle da aplicação de recursos públicos no fundo partidário e no fundo eleitoral. A gente está ampliando o parcelamento para partidos. Os partidos têm o quê? São 10 anos para pagar? Em ano eleitoral, suspende-se tudo. Então, aqui é a lei do vale-tudo. Acho que a gente não pode deixar isso acontecer. Existe um diagnóstico problemático de burocracia e de outras situações que temos, mas a gente está consertando isso e colocando muitas outras coisas de blindagem e oportunismo dos partidos. Sou radicalmente contra isso. Inclusive, isso afeta a segurança jurídica em processos transitados em julgado. De novo, trata-se de blindagem de partido político. Por isso, Presidente, o voto é ""não"".",,,
204528,2026-05-19T19:56,,ENCAMINHAMENTO DE VOTAÇÃO,"Encaminhamento de votação,Projeto de lei ordinária,contrário","A Deputada encaminhou a votação do Projeto de Lei nº 4.822, de 2025, que altera  a Lei nº 9.096, de 19 de setembro de 1995, para dispor sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Parece que está claro aqui o posicionamento de cada partido, quem é contra e quem é a favor, até para fazer essa construção de acordo. Eu acho que essa construção de acordo é bem sadia. Pelo que eu soube aqui, e estou vendo alguns Líderes no plenário, tivemos algumas evoluções na questão da burocracia, na questão de excessos, mas há coisas que a gente não sabe. Eu fico pensando: é uma discrepância. Quando uma empresa se junta com outra, não há essa mamata toda. Ela é responsável pela empresa que assume, pois assume todo o seu passivo e tem um prazo ""x"". Agora, o que estamos vendo aqui? São 15 anos para pagar. Isso quer dizer que a pessoa que dirige um partido não tem competência para dirigi-lo, usa recurso público, o partido é multado e usa recurso público para pagar a multa, e não há sanção alguma. Portanto, é uma lambança. Essa parte de fusão de partidos, eu acho vergonhosa. Eu acho que a gente tem que elencar qual é o CPF e qual é o CNPJ que estão pedindo isto aqui. Eu fico um pouco assustada com o silêncio de muitas pessoas aqui. Eu havia até feito uma solicitação, Presidente, porque acho que cada Parlamentar tem que deixar claro como votou. Na minha visão, a gente tinha que fazer uma votação nominal urgente deste projeto, porque está escrito claramente aqui: ""O partido político resultante de fusão (...) não se sujeitará às sanções de suspensão ou bloqueio de repasses de recursos de fundo partidário aplicadas em razão de irregularidades em prestação de contas anteriores à fusão ou incorporação, mesmo que as contas já tenham sido transitadas em julgado"". Mas estão de brincadeira, não é, gente? Isso daqui é um ""engana que eu gosto"". Acham que todo mundo é palhaço. Se o projeto fosse tão bom e sadio, não teria sido enviado ao Plenário com urgência e mérito na mesma hora, subindo o relatório no sistema na hora. Isso é tão óbvio. Assim, de bom, eu não sei. Pode aliviar de um lado ou de outro, mas eu acho que a coisa aqui é bem pesada. E olhem aqui o bonito: ""(...) não haverá, em nenhuma hipótese, sanção de suspensão de repasse de cotas do Fundo Partidário, Fundo Especial de Financiamento de Campanha  FEFC, desconto de valores a título de devolução de condenações por exercícios anteriores ou suspensão de órgãos partidários, (...) no semestre eleitoral"". Gente, isso é uma vergonha! O que tenho para falar aqui é: vergonha! Se o projeto tem algum ponto positivo, esses pontos  eu acho  já o colocam naquela categoria de blindagem, naquela categoria de projeto que tem CNPJ, CPF, enfim, um monte de gente, um monte de urubu interessado em liberar grana para não haver controle de contas, para não haver nenhum tipo de controle em cima. Muito obrigada.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=192&txSuplemento=&enviar=Pesquisar
204528,2026-05-19T20:04,,PELA ORDEM,"Orientação de bancada,Substitutivo,Projeto de lei ordinária,Partido Novo (NOVO),Voto contrário","A Deputada orientou a bancada na votação do substitutivo oferecido ao Projeto de Lei nº 4.822, de 2025, que altera  a Lei nº 9.096, de 19 de setembro de 1995, para dispor sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Presidente, a gente está votando o mérito. Então, eu quero deixar consignado que eu acho um absurdo não votarmos isso por votação nominal. A gente está falando de um projeto, como eu já disse, que tem nomes, sobrenomes e CPFs envolvidos. A gente está falando de um projeto que fala de pausa em processo para se arrastar até a prescrição; que fala de impunidade, uma vez que não vai pagar nada, uma vez que, de novo, estão dando calote. Depois a gente fala de aprovação tácita de contas partidárias. A gente está falando de multas reduzidas. A gente está falando de ""liberou geral"" na véspera das eleições. A gente está falando de dirigentes fantasmas. A gente está tratando de pagamentos retroativos. A gente está falando de aplicação imediata. É tanta barbaridade num projeto só, com a desculpa de que está melhorando algumas coisinhas, que está dando até vergonha! Acho um absurdo não termos votação nominal neste projeto. Quero deixar isso consignado. E quero registrar o silêncio de muitos que deveriam se pronunciar aqui.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=194&txSuplemento=&enviar=Pesquisar
204528,2026-05-19T20:08,,ENCAMINHAMENTO DE VOTAÇÃO,"Encaminhamento de votação,Requerimento de votação nominal,Destaque de bancada,Projeto de lei ordinária,favorável
Projeto de lei ordinária,Partido político,Fundo partidário,Pauta (processo legislativo),Debate,Votação nominal","A Deputada encaminhou a votação do requerimento de votação nominal do destaque de bancada apresentado ao Projeto de Lei nº 4.822, de 2025, que altera  a Lei nº 9.096, de 19 de setembro de 1995, para dispor sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações. Além disso, criticou a aprovação de um projeto de lei inserido na pauta sem texto prévio e sem que nenhum Parlamentar tivesse subido à tribuna para defendê-lo. Apontou que a ausência de debate público e a falta de votação nominal configuraram covardia e falta de transparência. Além disso, classificou a proposta como um mecanismo de blindagem de partidos políticos, capaz de levar à prescrição multas milionárias.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - A gente está pedindo votação nominal porque a gente quer ressaltar aqui a covardia  a ""Covardia"", com o ""C"" bem maiúsculo  desta votação de hoje. O projeto não estava na pauta, foi inserido depois, não tinha texto, o texto subiu na hora, e ninguém tem coragem de falar a favor. Que lindo! Nossa, deve ser muito bom para o Brasil isso, não é, gente? Não é, Deputado Kim? A gente precisa sair daqui e ir jantar para comemorar o quanto a gente está fazendo de bem para o nosso País aprovando este projeto. Ninguém teve a coragem, a decência de subir ali na tribuna para defender este projeto  nenhum Parlamentar! Então, eu pergunto: ele é bom para o Brasil? Olha isso! O que eu tenho para dizer aqui é que quem é covarde tem que ficar em casa. Quem não tem coragem de colocar a cara para defender essa barbaridade fique em casa. Quem não tem a decência de se sujeitar a uma votação nominal num projeto deste fique em casa. O que a gente está fazendo aqui, de novo, é blindar partido político sem vergonha na cara. O que o projeto tem de bom é uma cortininha de fumaça perto do que ele esconde. Isso é blindagem de partido! Isso é blindagem de coisa errada. E não venham dizer que eu estou criminalizando política, essa baboseira que o povo adora repetir. Quem criminaliza são vocês, porque não sobem projeto na hora, porque não têm vergonha, porque não têm a decência de defender o projeto ali na tribuna. Ninguém foi falar a favor! Isso diz muito sobre quem está quieto. Isso diz muito! É falta de vergonha na cara. É blindagem. E vou falar mais: a covardia de não sujeitar um texto desse a escrutínio popular é vergonhosa também. Por que a gente não fez o devido debate? ""Ah, é superurgente aprovar isso."" Ninguém sabia que isso ia ser votado! Muitos Parlamentares estão na base. Foi liberada a votação pelo Infoleg, pelo sistema. Jogam um projeto deste como se não fosse nada. Desculpe, gente, mas não dá para ficar quieta. Isso é falta de vergonha na cara. É covardia! Estamos pedindo a votação nominal para ver se os que estavam acovardados pelo menos colocam o dedinho na hora de votar, porque quem ficar quieto nisso eu simplesmente vou entender que não tem coragem de afirmar o que está defendendo. É isso. O meu pedido para vocês é que a gente tenha a coragem de votar nominalmente, é simples assim. Este é um projeto que defende CNPJs e CPFs para blindagem de partido, para arrastar para a prescrição um monte de multa milionária.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=197&txSuplemento=&enviar=Pesquisar
204528,2026-05-19T20:12,,PELA ORDEM,"Orientação de bancada,Requerimento de votação nominal,Destaque de bancada,Projeto de lei ordinária,Partido Novo (NOVO),Voto favorável
Projeto de lei ordinária,Aquisição,fusão,Partido político,Fundo partidário,Crítica","A Deputada orientou a bancada na votação do requerimento de votação nominal do destaque de nº 1 apresentado ao Projeto de Lei nº 4.822, de 2025. Manifestou insatisfação com a recusa à votação nominal de um projeto que considerou prejudicial ao Brasil, em especial por tratar de fusão e aquisição. Argumentou ainda que propostas de qualidade devem ser debatidas de forma transparente, com os Parlamentares dispostos a defendê-las publicamente. Além disso, criticou o silêncio dos líderes presentes, apontando tal postura como sinal de que o projeto não seria benéfico ao País.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Presidente, eu ainda tentei defender aqui uma votação nominal, mas, pelo visto, o pessoal prefere se esconder mesmo. Eu oriento ""sim"". Eu queria votar pelo processo nominal. Acho que votar um projeto desses simbolicamente não é bom para o Brasil. O meu pedido é que votemos pelo processo nominal o nosso destaque, que vai direto ao coração do projeto, pega direto a questão de fusão e aquisição. Projeto bom é aquele que a gente debate à luz do dia. Projeto bom é aquele que ninguém tem vergonha de defender. Projeto bom para o Brasil é aquele que a gente deixa todo mundo conhecer, põe para debate, e a gente dá a cara. Não é o que eu estou vendo aqui. Estou vendo um monte de gente quieta, acovardada, um monte de Líder em silêncio. Então, coisa boa não é! Por isso, vamos para a votação nominal!",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=198&txSuplemento=&enviar=Pesquisar
204528,2026-05-19T20:16,,ENCAMINHAMENTO DE VOTAÇÃO,"Encaminhamento de votação,Artigo (texto legislativo),Dispositivo legal,Substitutivo,Projeto de lei ordinária
Artigo (texto legislativo),Substitutivo,Projeto de lei ordinária,Partido político,proteção,Processo judicial,Processo administrativo,Sanção financeira","A Deputada encaminhou a votação do art. 29 da Lei n. 9.096, de 1995, alterado pelo art. 2° do Substitutivo apresentado ao Projeto de Lei nº 4.822, de 2025, que dispõe sobre a responsabilidade individualizada de cada órgão dos partidos políticos pela execução de sanções pecuniárias e vedar descontos de cotas do Fundo Partidário de órgãos distintos, regulamentando a forma de cumprimento, parcelamento e fiscalização dessas obrigações, aplicadas aos órgãos nacionais, órgãos estaduais, distrital e municipais das agremiações. Criticou o artigo por suspender processos judiciais e administrativos e impedir a aplicação de sanções financeiras pretéritas ao novo partido. Argumentou que tal mecanismo cria blindagem indevida, permitindo que dívidas prescrevam em até 15 anos sem pagamento, com uso de recursos públicos.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Tenho vários pontos a tratar aqui, mas, objetivamente, este destaque pega o art. 29 do projeto, o artigo que, na nossa concepção, é um dos piores. Ele fala justamente de fusões e incorporações. Esta proposta suspende automaticamente processos judiciais e administrativos durante fusões e incorporações e impede a aplicação de sanções financeiras pretéritas para o novo partido. Isso quer dizer, em bom português, que partidos que vão se fundir ou vão incorporar um partido não carregam o passivo do outro, ou seja, eles só têm bônus, e ônus nenhum. Percebam que nisso já existe uma diferença de tratamento. Vão ver o que acontece com um empreendedor que compra outra empresa. Ele arrasta o passivo junto, é natural. Aqui, não, aqui a regra tem que ser diferente. A questão maior aqui é a blindagem. A partir do momento em que a gente blinda o patrimônio e impede a aplicação de sanções preexistentes para os partidos, a gente está dizendo que esses partidos que fazem fusões ou incorporações vão arrastar punições até à prescrição. E é mesmo o que querem fazer, arrastá-las, porque 15 anos  eu disse 10 anos, o Deputado Chico Alencar disse 15 anos  para pagar é um bom negócio. Você compra, não podem fazer nada, porque você está blindado, e arrasta, arrasta, arrasta, até: ""Que pena, prescreveu"". Aqui a gente está vendo o que temos hoje no nosso sistema político. A gente tem pessoas donas de partido que usam a estrutura do partido para fazer o que quiserem. Viraram outros intocáveis. Temos mais uma leva de intocáveis no País: os donos dos partidos. Eles podem comprar, que não têm dívida. São 15 anos para pagar, e nem precisam pagar, porque a dívida prescreve. E ainda usam recurso público. Que coisa absurda! Outra coisa. Este projeto é uma afronta à moralidade, é uma afronta a qualquer lei de responsabilidade fiscal. E é uma afronta a todos os bons princípios da administração pública. Nosso destaque quer justamente tirar o art. 29, que contém esse bando de absurdo a que partido que faz fusão ou incorporação com outro passa a ter direito. Eu espero mais deste Plenário, e o Brasil merece bem mais do que está tendo. Então, peço aos que estão em silêncio que se pronunciem. É importante que todos se pronunciem. O Plenário está em silêncio. É o silêncio da vergonha. Ninguém tem coragem de defender o projeto, ninguém tem coragem de pôr a digital nisso. A gente pediu a digital, mas ninguém quis colocá-la. Eu acho importante, neste momento, a gente pensar no futuro do País, pensar nas próximas gerações. Que vergonha! Que vergonha! Estou com vergonha. Eu odeio gente covarde. Gente covarde tem que ficar em casa. Eu odeio quem não honra o broche que usa. Bando de covardes! É isso. Quem não tem coragem de pôr a digital ou de subir ali para defender o projeto é, no mínimo, para falar pouco, covarde.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F5%2F2026&txPagina=200&txSuplemento=&enviar=Pesquisar
