idDeputado,dataHoraInicio,dataHoraFim,tipoDiscurso,keywords,sumario,transcricao,urlAudio,urlVideo,urlTexto
204379,2026-04-09T11:00,,PELA ORDEM,"Aprovação,Medida provisória,Seguro-defeso,Pescador artesanal,Região Norte,Amapá (AP),fiscalização,Política pública,Câmara dos Deputados","O Deputado agradeceu ao Plenário pela aprovação da Medida Provisória nº 1.323, de 2025, destacando seu impacto para pescadores artesanais, especialmente nas regiões Norte e no Amapá. Em seguida, ressaltou que o seguro-defeso representava proteção social para trabalhadores que dependem da pesca durante o período de restrição. Além disso, defendeu o aperfeiçoamento do sistema, com foco em controle, fiscalização e combate a fraudes, para garantir que os recursos cheguem aos beneficiários. Destacou também o aumento dos valores destinados ao programa e a necessidade de responsabilidade na gestão pública. Por fim, reconheceu o trabalho da Câmara na construção da proposta.","O SR. ACÁCIO FAVACHO (Bloco/MDB - AP. Pela ordem. Sem revisão do orador.) - Peço licença ao Deputado Hildo Rocha, próximo orador, para fazer um registro. Quero agradecer a este Plenário, em nome do povo do Estado Amapá, do povo do Norte, a medida provisória que acaba de ser aprovada nesta Casa, a nossa Medida Provisória nº 1.323, de 2025, que trata do seguro-defeso para o pescador artesanal. Nós estamos falando, Sr. Presidente, de homens e mulheres que vivem da pesca, que sustentam seus lares com trabalho duro e que, no período do defeso, precisam da proteção do Estado para atravessar esse tempo sem perder a dignidade. O seguro-defeso não é um favor, é um amparo social, é uma questão de justiça e de reconhecimento para aqueles que dependem diretamente das atividades pesqueiras para sobreviver. Ao mesmo tempo, Sr. Presidente, é um dever nosso aperfeiçoar o sistema. E esta medida provisória avança justamente nesse equilíbrio, ao preservar o direito de quem realmente precisa e fortalecer os mecanismos de controle para combater as fraudes, as distorções e as irregularidades que tanto prejudicam os verdadeiros pescadores artesanais. Defender o pescador e também defender as regras claras de cadastro confiável, a fiscalização eficiente e a responsabilidade com o dinheiro público é um assunto sério. Por isso, Deputado Hildo, esta Casa fez um grande trabalho. É importante a gente ressaltar a importância de haver maior controle. O Seguro-Defeso sai de 2,8 bilhões de reais e passa a quase 7 bilhões de reais. Então, a gente precisa reformular a legislação, reorganizar os órgãos de controle para que, verdadeiramente, esses recursos cheguem lá na ponta, para aqueles que mais precisam, principalmente para as pessoas que vivem dessa atividade. No Estado do Amapá, nos Estados do Norte muitas pessoas dependem da pesca, por isso a gente tem que ter responsabilidade com essa matéria. Muito obrigado.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=10%2F4%2F2026&txPagina=42&txSuplemento=&enviar=Pesquisar
221328,2026-05-05T17:56,,PELA ORDEM,"Saudação,Deputada estadual,São Paulo (Estado)",O Deputado registrou a presença da Deputada Estadual de São Paulo Fabiana Bolsonaro no plenário da Câmara dos Deputados.,"O SR. ADILSON BARROSO (PL - SP. Pela ordem. Sem revisão do orador.) - Meu Presidente, é com enorme alegria que eu estou recebendo aqui hoje a Deputada Estadual de São Paulo Fabiana Bolsonaro. É uma honra e um prazer recebê-la aqui em nosso plenário. Quero dizer à Deputada Fabiana que seja bem-vinda a esta Casa. Estamos juntos. Até aqui tem trazido o Senhor.",,,
204528,2026-03-11T16:36,,PELA ORDEM,"Banco Master,Fraude,Supremo Tribunal Federal (STF),Comissão Parlamentar de Inquérito (CPI),Decisão,Ministro do Supremo Tribunal Federal,envolvimento,Crítica,imparcialidade,Defesa","A Deputada criticou decisão que designou o Ministro Dias Toffoli como relator de pedido relacionado à criação de CPI sobre o Banco Master. Afirmou que a escolha compromete a credibilidade do processo, diante de questionamentos sobre eventual envolvimento de autoridades no caso. Também mencionou ação apresentada pelo Deputado Rodrigo Rollemberg no Supremo Tribunal Federal para cobrar a instalação da comissão e criticou suposta omissão da Câmara dos Deputados do Brasil. Por fim, dirigiu apelo ao Presidente do STF, Edson Fachin, para que sejam observados princípios de ética e imparcialidade no tratamento do caso.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Eu estou em choque com esta notícia: ""Toffoli é sorteado Relator de pedido para a Câmara abrir CPI do Master"". Gente, isso é um escárnio! Está escrito aqui na notícia que o Deputado Rollemberg acionou o STF, cobrando a instalação da CPI  ele foi ao STF e acusou inclusive o Deputado Hugo Motta, Presidente da Câmara, de omissão , e, pasmem, o Ministro Dias Toffoli, que está comprometido até o pescoço neste caso, foi sorteado Relator. Isso é um escárnio! Eu, realmente, faço um apelo ao Ministro Edson Fachin, Presidente do Supremo, para que pare de deixar que zombem do brasileiro. Isso é um desrespeito à Justiça, à credibilidade do Judiciário e, principalmente, à do Supremo Tribunal Federal, que já está bem baixa. Venha, código de ética! Venha, decência! Decididamente, o Ministro Dias Toffoli é suspeito e tem que sair do STF. Obrigada, Presidente.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=12%2F3%2F2026&txPagina=68&txSuplemento=&enviar=Pesquisar
204528,2026-03-11T17:08,,BREVES COMUNICAÇÕES,"Banco Master,Fraude,Ministro do Supremo Tribunal Federal,Suspeição,Congresso Nacional,responsabilização,Impeachment","A Deputada criticou integrantes do Supremo Tribunal Federal e defendeu a responsabilização de magistrados diante de suspeitas levantadas em reportagens recentes. Citou os Ministros Gilmar Mendes, Dias Toffoli e Alexandre de Moraes ao comentar notícias sobre investigações e contratos atribuídos a pessoas ligadas a integrantes da Corte. Também mencionou o empresário Daniel Vorcaro e denúncias relacionadas ao Banco Master. Ao final, defendeu investigações sobre os fatos citados e afirmou que o Congresso Nacional deve discutir mecanismos de responsabilização de Ministros do STF, incluindo a possibilidade de impeachment.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Obrigada, Presidente. Primeiramente, eu quero falar para todos vocês do orgulho de ser do Partido Novo, que é pequeno, mas de que eu tenho muito orgulho, que tem um Governador que abertamente coloca o dedo na ferida e fala da bandalheira que está este País, que fala da pouca vergonha e da lama em que a elite do Executivo, do Judiciário e do Legislativo deixaram este País. Ele coloca o dedo na ferida e fala realmente da necessidade de fazer impeachment de Ministro do Supremo Tribunal Federal, porque, afinal de contas, gente, prevaricaram. Afinal de contas, gente, são suspeitos de corrupção. Afinal de contas, gente, há tantos crimes! Eu estava lendo aqui, há muitas pessoas indignadas com associação criminosa, corrupção passiva, tráfico de influência, advocacia administrativa, prevaricação, lavagem de dinheiro, obstrução da Justiça. O que a gente está vendo é um escárnio com a população. E você olha os jornais, vamos começar: Gilmar Mendes suspende quebra de sigilo de empresa da família de Toffoli  está passando por cima do Congresso Nacional querendo investigar. Há 129 milhões de aberrações falando do contrato milionário da Viviane Barci de Moraes, esposa do Ministro Alexandre de Moraes; há reportagens falando do Ministro Dias Toffoli e outras reportagens que falam que precisamos valorizar as instituições, que precisamos ter código de ética. Gente, as mensagens printadas do Ministro Alexandre de Moraes com o Vorcaro são vergonhosas! Print de visualização única? Onde nós estamos? Pelo amor de Deus, não normalizem isso! Isso é uma aberração! Então, eu subo a esta tribuna para dizer que eu estou muito feliz, porque estou vendo a sociedade brasileira reagir, e é só assim que a gente vai sair desse lamaçal. Se depender da cúpula, vão acobertar tudo, vai tudo para debaixo do tapete. Eu fico muito feliz quando eu pego um manifesto da sociedade civil, com diretrizes objetivas de conduta de tribunais superiores. Há folhas e folhas de entidades indignadas com o que está acontecendo e pedindo medidas efetivas. Eu faço um apelo aqui ao Ministro Edson Fachin e aos outros Ministros do Supremo Tribunal Federal para que tenham lucidez. Vamos deixar o corporativismo de lado, essa pouca-vergonha, essa lambança, e vamos fazer o que precisa ser feito! Quem errou tem que responder pelo erro, tem que ser investigado! Chega! A gente precisa passar o País a limpo! Por isso, é impeachment já! Eu espero que todos aqui  e este Congresso também  tenham coragem de colocar na cadeia quem merece estar na cadeia, porque, na hora de mandar um bando de inocentes do 8 de Janeiro para a cadeia, foi fácil. Agora, na hora de colocar os graúdos, a coisa complica. Então, vamos ter coragem! Impeachment já!",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=12%2F3%2F2026&txPagina=77&txSuplemento=&enviar=Pesquisar
204528,2026-03-19T11:24,,PELA ORDEM,"Orientação de bancada,Requerimento de urgência,Projeto de lei ordinária,Partido Novo (NOVO),Voto favorável,Juventude,Milha aérea","A Deputada orientou a bancada na votação do requerimento de urgência ao Projeto de Lei nº 6.483, de 2025, que institui a Política Nacional de Milhas Públicas (PNMP), sistema federativo destinado a receber, administrar e destinar milhas e pontos de programas de fidelidade oriundos de passagens aéreas adquiridas com recursos públicos. Na oportunidade, elogiou a iniciativa do Deputado Lucas Abrahão, destacando a relevância da proposta nas áreas de educação, ciência e esporte, ampliando oportunidades e promovendo inclusão para jovens em todo o país.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Muito obrigada, Sr. Presidente. Na verdade, eu quero parabenizar o Deputado Lucas Abrahao. Eu acho que este é um projeto super-relevante, principalmente porque traz uma coisa pela qual a gente está lutando muito ultimamente, que é a moralidade administrativa. A gente está falando de milhas que, de maneira indevida, são apropriadas, e isso vem de recurso público. Então, eu acho que é muito bom, porque é um recurso subutilizado, não é computado e pode ter uma finalidade social super-relevante, com impacto positivo em educação, ciência e esporte, ao incluir socialmente e ampliar oportunidades para muitos jovens. Então, nós somos favoráveis à matéria. E eu parabenizo o Deputado Lucas pelo projeto.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F3%2F2026&txPagina=59&txSuplemento=&enviar=Pesquisar
204528,2026-03-19T11:32,,PELA ORDEM,"Orientação de bancada,Substitutivo,Projeto de lei ordinária,Partido Novo (NOVO),Voto favorável","A Deputada orientou a bancada na votação do substitutivo ao Projeto de Lei nº 646, de 2025, que altera a Lei nº 12.340, de 2010, que dispõe obre as transferências de recursos da União aos órgãos e entidades dos Estados, Distrito Federal e Municípios para a execução de ações de prevenção em áreas de risco de desastres e de resposta e de recuperação em áreas atingidas por desastres e sobre o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil; e dá outras providências, para prever a utilização do Fundo em programas de apoio a mitigação dos efeitos da seca, como a Operação Carro-Pipa.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Agora é hora de orientação? Não haverá encaminhamento nem discussão, correto? Na verdade, eu quero parabenizar o Deputado Duarte Jr. por essa relatoria, que eu acho que é muito importante, porque vai garantir uma resposta rápida para situação de emergência hídrica. A gente está falando de água potável. A gente está falando de população que é muito vulnerável e que é afetada por secas. Agora, é preciso realmente dar segurança. Ele trouxe a questão dos Prefeitos, da previsibilidade orçamentária, trouxe algumas questões importantes. Há uma harmonização do arcabouço da Defesa Civil, uma vez que explicita a distribuição emergencial de água como ação de resposta. Eu acho que é um projeto meritório que precisa avançar. Nós precisamos de respostas rápidas quando temos emergências. Então, o nosso voto é favorável, Presidente. Obrigada.",,,
204528,2026-03-19T11:56,,PELA ORDEM,"Orientação de bancada,Projeto de decreto legislativo,Partido Novo (NOVO),Voto contrário","A Deputada orientou a bancada na votação do Projeto de Decreto Legislativo nº 1.023, de 2025, que aprova o texto do Acordo de Coprodução Cinematográfica e Audiovisual entre o Governo da República Federativa do Brasil e o Governo da República Francesa, celebrado em Brasília, em 8 de maio de 2017.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Trata-se de um acordo de coprodução cinematográfica. A gente acha que isso é super-relevante. O acordo é de 2017. No entanto, nós temos algumas preocupações que eu acho que são muito relevantes, uma vez que as realidades dos dois países  Brasil e França  são completamente diferentes. A França está em outro estágio de desenvolvimento, é culturalmente muito mais avançada. Então, é superpositiva a coprodução, a gente é superfavorável à coprodução, desde que seja com dinheiro privado. Por quê? Por se tratar de coprodução, a produção francesa será considerada nacional e terá acesso, possivelmente, a recursos públicos, como os previstos na Lei do Audiovisual, na Lei Rouanet, no Fundo Setorial do Audiovisual. A gente acha que o Brasil tem muitas outras prioridades antes de chegar a isso. Por isso, eu gostaria de registrar o nosso voto contrário. O voto do NOVO é contrário, por essa questão de priorização do nosso País. A gente acha saudável a coprodução, acha saudável a valorização, mas, para que haja o acesso a recurso público, deve haver destino certo e função objetiva para os brasileiros. A gente tem que superar muitas necessidades antes de chegar ao estágio em que está a França, um país que, inclusive, eu admiro muito. Obrigada.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F3%2F2026&txPagina=73&txSuplemento=&enviar=Pesquisar
204528,2026-03-19T12:08,,PELA ORDEM,"Orientação de bancada,Projeto de decreto legislativo,Partido Novo (NOVO),Voto contrário","A Deputada orientou a bancada na votação do Projeto de Decreto Legislativo nº 1.203, de 2025, que aprova o texto do Acordo de Coprodução Cinematográfica entre o Governo da República Federativa do Brasil e o Governo da República Popular da China, celebrado em Pequim, em 1º de setembro de 2017.","A SRA. ADRIANA VENTURA (NOVO - SP. Pela ordem. Sem revisão da oradora.) - Presidente, eu queria, novamente, fazer a mesma orientação que já fiz em relação ao projeto anterior, pelas preocupações que nós tivemos. Neste caso especificamente, existe outra preocupação, porque, ao contrário da França, que é uma democracia, a China não o é. Nós sabemos que a China não é uma democracia liberal, que tem forte controle estatal. Por isso, temos ainda algumas preocupações, além das que já tínhamos. Nós estamos falando de acesso. Não somos contra coprodução com a China, quero deixar isso muito claro. Nós somos muito a favor, desde que seja privada. Nós achamos que coprodução pode ensejar que produções chinesas com aquele forte aparato estatal, aquela forte autoridade estatal, tenham acesso a recurso da Lei do Audiovisual, que é a dedução de IR, da Lei Rouanet, que é a renúncia fiscal, do Fundo Setorial do Audiovisual e de patrocínios estatais. Nós achamos que a prioridade é o Brasil. Os recursos têm que ser usados para os brasileiros no que é essencial. Portanto, nós registramos nosso voto contra.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F3%2F2026&txPagina=79&txSuplemento=&enviar=Pesquisar
204528,2026-03-19T13:20,,BREVES COMUNICAÇÕES,"Poder público,Banco Master,Impunidade,Corrupção,Foro privilegiado,Instituto Nacional do Seguro Social (INSS),Segunda instância,Condenação,Prisão,Comissão Parlamentar de Inquérito (CPI),instalação,Defesa,Eleição,Responsabilidade","A Deputada criticou a existência de corrupção sistêmica nas instituições brasileiras, citando casos envolvendo o INSS e o Banco Master. Afirmou que a impunidade atravessa os três Poderes e cobrou o avanço de pautas como o fim do foro privilegiado e a prisão após condenação em segunda instância. Também apontou omissão das lideranças do Congresso, mencionando Davi Alcolumbre e Hugo Motta, pela falta de instalação de CPIs. Ao final, defendeu maior responsabilidade do eleitor nas eleições, com foco na rejeição de candidatos envolvidos em irregularidades.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Obrigada. Muito obrigada. Hoje, aqui, eu falo como cidadã indignada, como sempre, porque os últimos acontecimentos e escândalos pelos quais o nosso País está passando  tanto o do INSS como o do Master  mostram que a gente tem uma corrupção sistêmica, uma corrupção endêmica, enfim, todos os tipos de corrupção. É uma coisa que está nas entranhas das nossas instituições. Eu digo isso com muita tristeza. Estou falando dos três Poderes. Não estou falando de nenhum Governo. Estou falando de como ela opera. Com o escândalo do INSS  eu acabei de sair da CPMI do INSS, que está no intervalo , a gente percebe que o que importa não é defender o certo, o que importa é apontar o dedo para o governo A ou para o governo B. A corrupção é tamanha, e a impunidade é maior ainda. No último mandato, Presidente, eu batalhei muito aqui para que o fim do foro privilegiado fosse votado, trabalhei muito aqui para que a prisão após a condenação em segunda instância fosse votada, mas não há apelo nesta Casa. E do fato de não haver apelo nesta Casa decorrem todos os problemas que, na minha visão, a gente tem. A Bancada Feminina batalha tanto pelo fim do feminicídio. Temos outras pautas. Mas tudo está embaixo do mesmo guarda-chuva. Tudo está embaixo da impunidade. Aqui, bandido anda livre. Existe Parlamentar que mete a mão e fica solto. No Executivo, existem Governadores e tantas outras pessoas que metem a mão em dinheiro público e ficam soltos. Na pandemia, foi um escândalo: roubalheira de dinheiro, recursos desviados. E todo está mundo solto. Agora, a gente vê esse escândalo com emendas parlamentares, essas operações que estão sendo feitas. Há muita gente para ser presa! Há propina, dinheiro que volta, fornecedor que é indicado, recurso que retorna. É tanta vergonha! Eu fico pensando: onde nós vamos parar? Que país é este que a gente está deixando? Eu não vejo eco, inclusive, em nenhuma iniciativa. Aliás, eu vejo uma omissão absurda do Presidente do Senado e do Congresso Nacional, Senador Davi Alcolumbre. Também vejo omissão do Presidente da Câmara, Deputado Hugo Motta. Cadê as CPIs? Onde estão as CPMIs e as CPIs? Ficam com esse acobertamento de um e de outro por mil razões. Eu acho isso vergonhoso! A CPMI do INSS tem as assinaturas necessárias para a prorrogação, que é automática. Ficam brincando, fazendo cara de paisagem. Por quê? Isso afeta diretamente o Governo Lula, a reeleição, o PT, de maneira geral, os Deputados da base. Deveriam importar a apuração da verdade, a busca pelo que é certo, para colocar bandido na cadeia. O dinheiro que falta em hospitais e escolas é esse dinheiro da corrupção, desse bando de bandidos. E não estão fazendo questão de prendê-los. A CPMI do Master é supernecessária: pega um monte de gente, pega Ministro do STF  alguns eu já nominei várias vezes aqui , pega vários Parlamentares. Há vários Deputados e Senadores envolvidos. Há assessor envolvido. É uma vergonha! É um escândalo! E está todo mundo fazendo cara de paisagem, brincando, fingindo que não está vendo. Gente, que vergonha que dá! Este ano é muito importante, Presidente, porque é ano de eleição. O brasileiro indignado, em vez de não ir para as urnas, que é o que muitos fazem, deveria, sim, ir para as urnas. Todo mundo que está envolvido nessa bandalheira não tem que voltar. Eu discordo da abordagem que foi feita aqui. Acho que o que deve determinar se um Deputado volta ou não volta não é a quantidade de dinheiro que ele leva para o Município, e, sim, a representação da população aqui. Boa parte representa o próprio umbigo. Boa parte acoberta crime e criminoso. Eu acho que essas pessoas não têm que voltar, Deputado Ribeiro Neto. Essa é uma revolta que eu tenho. Eu agradeço muito por estar aqui. Que a gente tenha um país melhor para as próximas gerações! É por isso que eu estou aqui.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F3%2F2026&txPagina=104&txSuplemento=&enviar=Pesquisar
204528,2026-03-26T10:28,,DISCUSSÃO,"Discussão,Projeto de lei ordinária,favorável","A Deputada discutiu o Projeto de Lei nº 2.736, de 2019, que inclui na exigência para a transferência do veículo a certidão negativa dos crimes de estelionato e apropriação indébita.","A SRA. ADRIANA VENTURA (NOVO - SP. Sem revisão da oradora.) - Obrigada, Presidente. Eu subo a esta tribuna porque este projeto tem vários pontos que a gente considera positivos. O objetivo deste projeto é coibir fraudes que envolvem veículos, especialmente os diversos crimes que são praticados contra locadoras de veículos. Então, basicamente, duas coisas ele faz: amplia a restrição registrada no Renavam e cria o crime de apropriação indébita. Esse projeto enfrenta um problema concreto, um problema recorrente, que é a fraude contra locadoras. E a gente o considera positivo porque aumenta a transparência, aumenta a segurança em transação de veículos e melhora a capacidade de identificação e recuperação de veículo irregular. Existe outro ponto também: o custo de implementação é muito, muito baixo, porque aproveita a estrutura já existente. Por esta razão, Presidente, a gente se posiciona favoravelmente ao projeto e parabeniza o autor e o Relator.",,,https://imagem.camara.gov.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=27%2F3%2F2026&txPagina=26&txSuplemento=&enviar=Pesquisar
